Country Name,Country Code,Indicator Name,Indicator Code,year,primary_enrollment_gross_pct
Africa Eastern and Southern,AFE,"School enrollment, primary (% gross)",SE.PRM.ENRR,1976,67.7546005249023
Africa Eastern and Southern,AFE,"School enrollment, primary (% gross)",SE.PRM.ENRR,1977,69.5916595458984
Africa Eastern and Southern,AFE,"School enrollment, primary (% gross)",SE.PRM.ENRR,1978,70.6764907836914
Africa Eastern and Southern,AFE,"School enrollment, primary (% gross)",SE.PRM.ENRR,1979,73.4606781005859
Africa Eastern and Southern,AFE,"School enrollment, primary (% gross)",SE.PRM.ENRR,1980,76.4969482421875
Africa Eastern and Southern,AFE,"School enrollment, primary (% gross)",SE.PRM.ENRR,1981,78.2030715942383
Africa Eastern and Southern,AFE,"School enrollment, primary (% gross)",SE.PRM.ENRR,1982,78.6128768920898
Africa Eastern and Southern,AFE,"School enrollment, primary (% gross)",SE.PRM.ENRR,1983,78.3322906494141
Africa Eastern and Southern,AFE,"School enrollment, primary (% gross)",SE.PRM.ENRR,1984,77.4735794067383
Africa Eastern and Southern,AFE,"School enrollment, primary (% gross)",SE.PRM.ENRR,1985,75.094482421875
Africa Eastern and Southern,AFE,"School enrollment, primary (% gross)",SE.PRM.ENRR,1986,74.7373123168945
Africa Eastern and Southern,AFE,"School enrollment, primary (% gross)",SE.PRM.ENRR,1987,73.1920700073242
Africa Eastern and Southern,AFE,"School enrollment, primary (% gross)",SE.PRM.ENRR,1988,72.7201766967773
Africa Eastern and Southern,AFE,"School enrollment, primary (% gross)",SE.PRM.ENRR,1989,74.4006576538086
Africa Eastern and Southern,AFE,"School enrollment, primary (% gross)",SE.PRM.ENRR,1990,72.1852264404297
Africa Eastern and Southern,AFE,"School enrollment, primary (% gross)",SE.PRM.ENRR,1991,73.7330932617188
Africa Eastern and Southern,AFE,"School enrollment, primary (% gross)",SE.PRM.ENRR,1992,72.3650207519531
Africa Eastern and Southern,AFE,"School enrollment, primary (% gross)",SE.PRM.ENRR,1993,73.0594177246094
Africa Eastern and Southern,AFE,"School enrollment, primary (% gross)",SE.PRM.ENRR,1994,73.0542297363281
Africa Eastern and Southern,AFE,"School enrollment, primary (% gross)",SE.PRM.ENRR,1995,74.8263092041016
Africa Eastern and Southern,AFE,"School enrollment, primary (% gross)",SE.PRM.ENRR,1996,74.5785598754883
Africa Eastern and Southern,AFE,"School enrollment, primary (% gross)",SE.PRM.ENRR,1997,77.6953811645508
Africa Eastern and Southern,AFE,"School enrollment, primary (% gross)",SE.PRM.ENRR,1998,77.9961624145508
Africa Eastern and Southern,AFE,"School enrollment, primary (% gross)",SE.PRM.ENRR,1999,76.9597015380859
Africa Eastern and Southern,AFE,"School enrollment, primary (% gross)",SE.PRM.ENRR,2000,78.7628173828125
Africa Eastern and Southern,AFE,"School enrollment, primary (% gross)",SE.PRM.ENRR,2001,81.4848709106445
Africa Eastern and Southern,AFE,"School enrollment, primary (% gross)",SE.PRM.ENRR,2002,83.9098205566406
Africa Eastern and Southern,AFE,"School enrollment, primary (% gross)",SE.PRM.ENRR,2003,87.5231781005859
Africa Eastern and Southern,AFE,"School enrollment, primary (% gross)",SE.PRM.ENRR,2004,89.6281967163086
Africa Eastern and Southern,AFE,"School enrollment, primary (% gross)",SE.PRM.ENRR,2005,92.893928527832
Africa Eastern and Southern,AFE,"School enrollment, primary (% gross)",SE.PRM.ENRR,2006,95.3214797973633
Africa Eastern and Southern,AFE,"School enrollment, primary (% gross)",SE.PRM.ENRR,2007,98.4766082763672
Africa Eastern and Southern,AFE,"School enrollment, primary (% gross)",SE.PRM.ENRR,2008,102.146499633789
Africa Eastern and Southern,AFE,"School enrollment, primary (% gross)",SE.PRM.ENRR,2009,101.704643249512
Africa Eastern and Southern,AFE,"School enrollment, primary (% gross)",SE.PRM.ENRR,2010,101.005401611328
Africa Eastern and Southern,AFE,"School enrollment, primary (% gross)",SE.PRM.ENRR,2011,100.985237121582
Africa Eastern and Southern,AFE,"School enrollment, primary (% gross)",SE.PRM.ENRR,2012,101.240112304688
Africa Eastern and Southern,AFE,"School enrollment, primary (% gross)",SE.PRM.ENRR,2013,100.529190063477
Africa Eastern and Southern,AFE,"School enrollment, primary (% gross)",SE.PRM.ENRR,2014,100.930152893066
Africa Eastern and Southern,AFE,"School enrollment, primary (% gross)",SE.PRM.ENRR,2015,99.6975326538086
Africa Eastern and Southern,AFE,"School enrollment, primary (% gross)",SE.PRM.ENRR,2016,100.342109680176
Africa Eastern and Southern,AFE,"School enrollment, primary (% gross)",SE.PRM.ENRR,2017,101.228408813477
Africa Eastern and Southern,AFE,"School enrollment, primary (% gross)",SE.PRM.ENRR,2018,102.624809265137
Africa Eastern and Southern,AFE,"School enrollment, primary (% gross)",SE.PRM.ENRR,2019,103.610618591309
Africa Eastern and Southern,AFE,"School enrollment, primary (% gross)",SE.PRM.ENRR,2020,104.591941833496
Africa Eastern and Southern,AFE,"School enrollment, primary (% gross)",SE.PRM.ENRR,2021,103.366081237793
Africa Eastern and Southern,AFE,"School enrollment, primary (% gross)",SE.PRM.ENRR,2022,100.50830078125
Africa Eastern and Southern,AFE,"School enrollment, primary (% gross)",SE.PRM.ENRR,2023,100.85758972168
Africa Eastern and Southern,AFE,"School enrollment, primary (% gross)",SE.PRM.ENRR,2024,101.309242248535
Afghanistan,AFG,"School enrollment, primary (% gross)",SE.PRM.ENRR,1970,31.6514205932617
Afghanistan,AFG,"School enrollment, primary (% gross)",SE.PRM.ENRR,1971,32.5397186279297
Afghanistan,AFG,"School enrollment, primary (% gross)",SE.PRM.ENRR,1972,32.9628715515137
Afghanistan,AFG,"School enrollment, primary (% gross)",SE.PRM.ENRR,1973,33.4245185852051
Afghanistan,AFG,"School enrollment, primary (% gross)",SE.PRM.ENRR,1974,33.9628105163574
Afghanistan,AFG,"School enrollment, primary (% gross)",SE.PRM.ENRR,1975,34.8824882507324
Afghanistan,AFG,"School enrollment, primary (% gross)",SE.PRM.ENRR,1976,35.7282295227051
Afghanistan,AFG,"School enrollment, primary (% gross)",SE.PRM.ENRR,1977,36.4627990722656
Afghanistan,AFG,"School enrollment, primary (% gross)",SE.PRM.ENRR,1978,37.6821899414062
Afghanistan,AFG,"School enrollment, primary (% gross)",SE.PRM.ENRR,1980,43.8101081848145
Afghanistan,AFG,"School enrollment, primary (% gross)",SE.PRM.ENRR,1981,49.459789276123
Afghanistan,AFG,"School enrollment, primary (% gross)",SE.PRM.ENRR,1982,20.1360893249512
Afghanistan,AFG,"School enrollment, primary (% gross)",SE.PRM.ENRR,1984,24.6484394073486
Afghanistan,AFG,"School enrollment, primary (% gross)",SE.PRM.ENRR,1985,25.136360168457
Afghanistan,AFG,"School enrollment, primary (% gross)",SE.PRM.ENRR,1986,26.6832408905029
Afghanistan,AFG,"School enrollment, primary (% gross)",SE.PRM.ENRR,1988,34.0781402587891
Afghanistan,AFG,"School enrollment, primary (% gross)",SE.PRM.ENRR,1989,31.8333892822266
Afghanistan,AFG,"School enrollment, primary (% gross)",SE.PRM.ENRR,1990,30.983039855957
Afghanistan,AFG,"School enrollment, primary (% gross)",SE.PRM.ENRR,1991,31.6050205230713
Afghanistan,AFG,"School enrollment, primary (% gross)",SE.PRM.ENRR,1993,33.955249786377
Afghanistan,AFG,"School enrollment, primary (% gross)",SE.PRM.ENRR,1994,44.7888412475586
Afghanistan,AFG,"School enrollment, primary (% gross)",SE.PRM.ENRR,1995,47.6614418029785
Afghanistan,AFG,"School enrollment, primary (% gross)",SE.PRM.ENRR,1998,32.9843292236328
Afghanistan,AFG,"School enrollment, primary (% gross)",SE.PRM.ENRR,1999,26.2905292510986
Afghanistan,AFG,"School enrollment, primary (% gross)",SE.PRM.ENRR,2000,21.4578495025635
Afghanistan,AFG,"School enrollment, primary (% gross)",SE.PRM.ENRR,2001,22.1396503448486
Afghanistan,AFG,"School enrollment, primary (% gross)",SE.PRM.ENRR,2002,73.4013137817383
Afghanistan,AFG,"School enrollment, primary (% gross)",SE.PRM.ENRR,2003,95.3357467651367
Afghanistan,AFG,"School enrollment, primary (% gross)",SE.PRM.ENRR,2004,105.475051879883
Afghanistan,AFG,"School enrollment, primary (% gross)",SE.PRM.ENRR,2005,99.50390625
Afghanistan,AFG,"School enrollment, primary (% gross)",SE.PRM.ENRR,2006,102.284866333008
Afghanistan,AFG,"School enrollment, primary (% gross)",SE.PRM.ENRR,2007,99.3228988647461
Afghanistan,AFG,"School enrollment, primary (% gross)",SE.PRM.ENRR,2008,104.445137023926
Afghanistan,AFG,"School enrollment, primary (% gross)",SE.PRM.ENRR,2009,99.7054214477539
Afghanistan,AFG,"School enrollment, primary (% gross)",SE.PRM.ENRR,2010,103.48560333252
Afghanistan,AFG,"School enrollment, primary (% gross)",SE.PRM.ENRR,2011,101.542083740234
Afghanistan,AFG,"School enrollment, primary (% gross)",SE.PRM.ENRR,2012,106.575317382812
Afghanistan,AFG,"School enrollment, primary (% gross)",SE.PRM.ENRR,2013,107.942840576172
Afghanistan,AFG,"School enrollment, primary (% gross)",SE.PRM.ENRR,2014,109.829452514648
Afghanistan,AFG,"School enrollment, primary (% gross)",SE.PRM.ENRR,2015,106.773551940918
Afghanistan,AFG,"School enrollment, primary (% gross)",SE.PRM.ENRR,2016,106.784042358398
Afghanistan,AFG,"School enrollment, primary (% gross)",SE.PRM.ENRR,2017,106.54354095459
Afghanistan,AFG,"School enrollment, primary (% gross)",SE.PRM.ENRR,2018,107.687660217285
Afghanistan,AFG,"School enrollment, primary (% gross)",SE.PRM.ENRR,2019,109.075309753418
Africa Western and Central,AFW,"School enrollment, primary (% gross)",SE.PRM.ENRR,1970,43.0726509094238
Africa Western and Central,AFW,"School enrollment, primary (% gross)",SE.PRM.ENRR,1971,44.6707305908203
Africa Western and Central,AFW,"School enrollment, primary (% gross)",SE.PRM.ENRR,1972,46.6416091918945
Africa Western and Central,AFW,"School enrollment, primary (% gross)",SE.PRM.ENRR,1973,48.1077194213867
Africa Western and Central,AFW,"School enrollment, primary (% gross)",SE.PRM.ENRR,1974,48.2149810791016
Africa Western and Central,AFW,"School enrollment, primary (% gross)",SE.PRM.ENRR,1975,48.6604881286621
Africa Western and Central,AFW,"School enrollment, primary (% gross)",SE.PRM.ENRR,1976,49.1612701416016
Africa Western and Central,AFW,"School enrollment, primary (% gross)",SE.PRM.ENRR,1977,54.8492889404297
Africa Western and Central,AFW,"School enrollment, primary (% gross)",SE.PRM.ENRR,1978,62.7575912475586
Africa Western and Central,AFW,"School enrollment, primary (% gross)",SE.PRM.ENRR,1979,69.6812896728516
Africa Western and Central,AFW,"School enrollment, primary (% gross)",SE.PRM.ENRR,1980,72.7487106323242
Africa Western and Central,AFW,"School enrollment, primary (% gross)",SE.PRM.ENRR,1981,76.7117919921875
Africa Western and Central,AFW,"School enrollment, primary (% gross)",SE.PRM.ENRR,1982,81.4873733520508
Africa Western and Central,AFW,"School enrollment, primary (% gross)",SE.PRM.ENRR,1983,81.6516876220703
Africa Western and Central,AFW,"School enrollment, primary (% gross)",SE.PRM.ENRR,1984,80.7616500854492
Africa Western and Central,AFW,"School enrollment, primary (% gross)",SE.PRM.ENRR,1985,78.2972106933594
Africa Western and Central,AFW,"School enrollment, primary (% gross)",SE.PRM.ENRR,1986,72.1410522460938
Africa Western and Central,AFW,"School enrollment, primary (% gross)",SE.PRM.ENRR,1987,70.6258926391602
Africa Western and Central,AFW,"School enrollment, primary (% gross)",SE.PRM.ENRR,1988,68.9551010131836
Africa Western and Central,AFW,"School enrollment, primary (% gross)",SE.PRM.ENRR,1989,68.1996536254883
Africa Western and Central,AFW,"School enrollment, primary (% gross)",SE.PRM.ENRR,1990,69.5151977539062
Africa Western and Central,AFW,"School enrollment, primary (% gross)",SE.PRM.ENRR,1991,69.6713333129883
Africa Western and Central,AFW,"School enrollment, primary (% gross)",SE.PRM.ENRR,1992,71.4829177856445
Africa Western and Central,AFW,"School enrollment, primary (% gross)",SE.PRM.ENRR,1993,73.7167282104492
Africa Western and Central,AFW,"School enrollment, primary (% gross)",SE.PRM.ENRR,1994,74.1205291748047
Africa Western and Central,AFW,"School enrollment, primary (% gross)",SE.PRM.ENRR,1995,72.7533569335938
Africa Western and Central,AFW,"School enrollment, primary (% gross)",SE.PRM.ENRR,1996,68.1346969604492
Africa Western and Central,AFW,"School enrollment, primary (% gross)",SE.PRM.ENRR,1997,71.7735214233398
Africa Western and Central,AFW,"School enrollment, primary (% gross)",SE.PRM.ENRR,1998,74.614387512207
Africa Western and Central,AFW,"School enrollment, primary (% gross)",SE.PRM.ENRR,1999,77.4401473999023
Africa Western and Central,AFW,"School enrollment, primary (% gross)",SE.PRM.ENRR,2000,80.5795135498047
Africa Western and Central,AFW,"School enrollment, primary (% gross)",SE.PRM.ENRR,2001,81.1157913208008
Africa Western and Central,AFW,"School enrollment, primary (% gross)",SE.PRM.ENRR,2002,82.8384094238281
Africa Western and Central,AFW,"School enrollment, primary (% gross)",SE.PRM.ENRR,2003,83.5836715698242
Africa Western and Central,AFW,"School enrollment, primary (% gross)",SE.PRM.ENRR,2004,85.4685897827148
Africa Western and Central,AFW,"School enrollment, primary (% gross)",SE.PRM.ENRR,2005,86.3789825439453
Africa Western and Central,AFW,"School enrollment, primary (% gross)",SE.PRM.ENRR,2006,87.1062622070312
Africa Western and Central,AFW,"School enrollment, primary (% gross)",SE.PRM.ENRR,2007,84.3852386474609
Africa Western and Central,AFW,"School enrollment, primary (% gross)",SE.PRM.ENRR,2008,81.9908599853516
Africa Western and Central,AFW,"School enrollment, primary (% gross)",SE.PRM.ENRR,2009,83.7195510864258
Africa Western and Central,AFW,"School enrollment, primary (% gross)",SE.PRM.ENRR,2010,84.4784698486328
Africa Western and Central,AFW,"School enrollment, primary (% gross)",SE.PRM.ENRR,2011,87.8220062255859
Africa Western and Central,AFW,"School enrollment, primary (% gross)",SE.PRM.ENRR,2012,89.4396514892578
Africa Western and Central,AFW,"School enrollment, primary (% gross)",SE.PRM.ENRR,2013,90.5897598266602
Africa Western and Central,AFW,"School enrollment, primary (% gross)",SE.PRM.ENRR,2014,89.1206970214844
Africa Western and Central,AFW,"School enrollment, primary (% gross)",SE.PRM.ENRR,2015,87.0966186523438
Africa Western and Central,AFW,"School enrollment, primary (% gross)",SE.PRM.ENRR,2016,86.6979904174805
Africa Western and Central,AFW,"School enrollment, primary (% gross)",SE.PRM.ENRR,2017,86.7825393676758
Africa Western and Central,AFW,"School enrollment, primary (% gross)",SE.PRM.ENRR,2018,86.6523513793945
Africa Western and Central,AFW,"School enrollment, primary (% gross)",SE.PRM.ENRR,2019,87.5555572509766
Africa Western and Central,AFW,"School enrollment, primary (% gross)",SE.PRM.ENRR,2020,88.1576232910156
Africa Western and Central,AFW,"School enrollment, primary (% gross)",SE.PRM.ENRR,2021,88.094856262207
Africa Western and Central,AFW,"School enrollment, primary (% gross)",SE.PRM.ENRR,2022,89.5019226074219
Africa Western and Central,AFW,"School enrollment, primary (% gross)",SE.PRM.ENRR,2023,90.8780364990234
Africa Western and Central,AFW,"School enrollment, primary (% gross)",SE.PRM.ENRR,2024,91.0609893798828
Angola,AGO,"School enrollment, primary (% gross)",SE.PRM.ENRR,1971,62.5541801452637
Angola,AGO,"School enrollment, primary (% gross)",SE.PRM.ENRR,1972,67.9116897583008
Angola,AGO,"School enrollment, primary (% gross)",SE.PRM.ENRR,1973,70.0399017333984
Angola,AGO,"School enrollment, primary (% gross)",SE.PRM.ENRR,1974,75.951171875
Angola,AGO,"School enrollment, primary (% gross)",SE.PRM.ENRR,1980,159.810211181641
Angola,AGO,"School enrollment, primary (% gross)",SE.PRM.ENRR,1981,142.36149597168
Angola,AGO,"School enrollment, primary (% gross)",SE.PRM.ENRR,1982,133.382141113281
Angola,AGO,"School enrollment, primary (% gross)",SE.PRM.ENRR,1983,120.500518798828
Angola,AGO,"School enrollment, primary (% gross)",SE.PRM.ENRR,1984,105.086357116699
Angola,AGO,"School enrollment, primary (% gross)",SE.PRM.ENRR,1985,82.7846298217773
Angola,AGO,"School enrollment, primary (% gross)",SE.PRM.ENRR,1986,89.2226715087891
Angola,AGO,"School enrollment, primary (% gross)",SE.PRM.ENRR,1987,89.1158065795898
Angola,AGO,"School enrollment, primary (% gross)",SE.PRM.ENRR,1988,87.2197265625
Angola,AGO,"School enrollment, primary (% gross)",SE.PRM.ENRR,1989,86.7051696777344
Angola,AGO,"School enrollment, primary (% gross)",SE.PRM.ENRR,1990,81.0857772827148
Angola,AGO,"School enrollment, primary (% gross)",SE.PRM.ENRR,1991,73.8994369506836
Angola,AGO,"School enrollment, primary (% gross)",SE.PRM.ENRR,1992,70.7553787231445
Angola,AGO,"School enrollment, primary (% gross)",SE.PRM.ENRR,1998,76.634407043457
Angola,AGO,"School enrollment, primary (% gross)",SE.PRM.ENRR,2007,106.341453552246
Angola,AGO,"School enrollment, primary (% gross)",SE.PRM.ENRR,2008,113.292236328125
Angola,AGO,"School enrollment, primary (% gross)",SE.PRM.ENRR,2009,112.278953552246
Angola,AGO,"School enrollment, primary (% gross)",SE.PRM.ENRR,2010,113.87258174337
Angola,AGO,"School enrollment, primary (% gross)",SE.PRM.ENRR,2011,128.386344899029
Angola,AGO,"School enrollment, primary (% gross)",SE.PRM.ENRR,2015,120.580276489258
Angola,AGO,"School enrollment, primary (% gross)",SE.PRM.ENRR,2021,89.2266094661321
Angola,AGO,"School enrollment, primary (% gross)",SE.PRM.ENRR,2023,86.7353918783767
Albania,ALB,"School enrollment, primary (% gross)",SE.PRM.ENRR,2002,110.338920593262
Albania,ALB,"School enrollment, primary (% gross)",SE.PRM.ENRR,2003,107.598258972168
Albania,ALB,"School enrollment, primary (% gross)",SE.PRM.ENRR,2004,104.131721496582
Albania,ALB,"School enrollment, primary (% gross)",SE.PRM.ENRR,2005,107.016143798828
Albania,ALB,"School enrollment, primary (% gross)",SE.PRM.ENRR,2006,105.477783203125
Albania,ALB,"School enrollment, primary (% gross)",SE.PRM.ENRR,2007,103.488441467285
Albania,ALB,"School enrollment, primary (% gross)",SE.PRM.ENRR,2008,100.383003234863
Albania,ALB,"School enrollment, primary (% gross)",SE.PRM.ENRR,2009,100.923736572266
Albania,ALB,"School enrollment, primary (% gross)",SE.PRM.ENRR,2010,99.8618342722087
Albania,ALB,"School enrollment, primary (% gross)",SE.PRM.ENRR,2011,101.580273662891
Albania,ALB,"School enrollment, primary (% gross)",SE.PRM.ENRR,2012,102.067360891559
Albania,ALB,"School enrollment, primary (% gross)",SE.PRM.ENRR,2013,101.474954848321
Albania,ALB,"School enrollment, primary (% gross)",SE.PRM.ENRR,2014,105.770581813858
Albania,ALB,"School enrollment, primary (% gross)",SE.PRM.ENRR,2015,105.688652991606
Albania,ALB,"School enrollment, primary (% gross)",SE.PRM.ENRR,2016,105.324777401077
Albania,ALB,"School enrollment, primary (% gross)",SE.PRM.ENRR,2017,105.414970908323
Albania,ALB,"School enrollment, primary (% gross)",SE.PRM.ENRR,2018,104.568015324639
Albania,ALB,"School enrollment, primary (% gross)",SE.PRM.ENRR,2019,102.58954115148
Albania,ALB,"School enrollment, primary (% gross)",SE.PRM.ENRR,2020,100.020970049835
Albania,ALB,"School enrollment, primary (% gross)",SE.PRM.ENRR,2021,97.1075038284839
Albania,ALB,"School enrollment, primary (% gross)",SE.PRM.ENRR,2022,96.3712299304757
Albania,ALB,"School enrollment, primary (% gross)",SE.PRM.ENRR,2023,93.7138120137738
Albania,ALB,"School enrollment, primary (% gross)",SE.PRM.ENRR,2024,111.511650085449
Andorra,AND,"School enrollment, primary (% gross)",SE.PRM.ENRR,1975,99.5444183349609
Andorra,AND,"School enrollment, primary (% gross)",SE.PRM.ENRR,1983,103.197853088379
Andorra,AND,"School enrollment, primary (% gross)",SE.PRM.ENRR,2002,100.489242553711
Andorra,AND,"School enrollment, primary (% gross)",SE.PRM.ENRR,2003,102.448677062988
Andorra,AND,"School enrollment, primary (% gross)",SE.PRM.ENRR,2004,99.3939437866211
Andorra,AND,"School enrollment, primary (% gross)",SE.PRM.ENRR,2005,90.0573196411133
Andorra,AND,"School enrollment, primary (% gross)",SE.PRM.ENRR,2006,90.3818130493164
Andorra,AND,"School enrollment, primary (% gross)",SE.PRM.ENRR,2007,88.5400009155273
Andorra,AND,"School enrollment, primary (% gross)",SE.PRM.ENRR,2008,87.0373992919922
Andorra,AND,"School enrollment, primary (% gross)",SE.PRM.ENRR,2009,85.0247116088867
Andorra,AND,"School enrollment, primary (% gross)",SE.PRM.ENRR,2010,84.9445571899414
Andorra,AND,"School enrollment, primary (% gross)",SE.PRM.ENRR,2011,86.2257308959961
Andorra,AND,"School enrollment, primary (% gross)",SE.PRM.ENRR,2012,83.5187072753906
Andorra,AND,"School enrollment, primary (% gross)",SE.PRM.ENRR,2013,85.0512237548828
Andorra,AND,"School enrollment, primary (% gross)",SE.PRM.ENRR,2014,87.0263326910726
Andorra,AND,"School enrollment, primary (% gross)",SE.PRM.ENRR,2015,88.5957446808511
Andorra,AND,"School enrollment, primary (% gross)",SE.PRM.ENRR,2016,91.0415773681955
Andorra,AND,"School enrollment, primary (% gross)",SE.PRM.ENRR,2017,90.2031316123572
Andorra,AND,"School enrollment, primary (% gross)",SE.PRM.ENRR,2018,90.7088926174497
Andorra,AND,"School enrollment, primary (% gross)",SE.PRM.ENRR,2019,90.3239289446186
Andorra,AND,"School enrollment, primary (% gross)",SE.PRM.ENRR,2020,89.4271272114575
Andorra,AND,"School enrollment, primary (% gross)",SE.PRM.ENRR,2021,89.7379912663755
Andorra,AND,"School enrollment, primary (% gross)",SE.PRM.ENRR,2022,90.4656808651512
Andorra,AND,"School enrollment, primary (% gross)",SE.PRM.ENRR,2023,97.4446725986767
Andorra,AND,"School enrollment, primary (% gross)",SE.PRM.ENRR,2024,99.8579545454545
Arab World,ARB,"School enrollment, primary (% gross)",SE.PRM.ENRR,1970,74.427001953125
Arab World,ARB,"School enrollment, primary (% gross)",SE.PRM.ENRR,1971,69.9018173217773
Arab World,ARB,"School enrollment, primary (% gross)",SE.PRM.ENRR,1972,71.2244415283203
Arab World,ARB,"School enrollment, primary (% gross)",SE.PRM.ENRR,1973,72.3378829956055
Arab World,ARB,"School enrollment, primary (% gross)",SE.PRM.ENRR,1974,72.7994384765625
Arab World,ARB,"School enrollment, primary (% gross)",SE.PRM.ENRR,1975,74.276969909668
Arab World,ARB,"School enrollment, primary (% gross)",SE.PRM.ENRR,1976,75.7506866455078
Arab World,ARB,"School enrollment, primary (% gross)",SE.PRM.ENRR,1977,76.4357223510742
Arab World,ARB,"School enrollment, primary (% gross)",SE.PRM.ENRR,1978,76.8269271850586
Arab World,ARB,"School enrollment, primary (% gross)",SE.PRM.ENRR,1979,69.8033294677734
Arab World,ARB,"School enrollment, primary (% gross)",SE.PRM.ENRR,1980,79.1370010375977
Arab World,ARB,"School enrollment, primary (% gross)",SE.PRM.ENRR,1981,78.966667175293
Arab World,ARB,"School enrollment, primary (% gross)",SE.PRM.ENRR,1982,79.6124801635742
Arab World,ARB,"School enrollment, primary (% gross)",SE.PRM.ENRR,1983,80.2163772583008
Arab World,ARB,"School enrollment, primary (% gross)",SE.PRM.ENRR,1984,80.9793319702148
Arab World,ARB,"School enrollment, primary (% gross)",SE.PRM.ENRR,1985,80.8155364990234
Arab World,ARB,"School enrollment, primary (% gross)",SE.PRM.ENRR,1986,81.5157470703125
Arab World,ARB,"School enrollment, primary (% gross)",SE.PRM.ENRR,1987,82.4447937011719
Arab World,ARB,"School enrollment, primary (% gross)",SE.PRM.ENRR,1988,83.1119384765625
Arab World,ARB,"School enrollment, primary (% gross)",SE.PRM.ENRR,1989,83.0580825805664
Arab World,ARB,"School enrollment, primary (% gross)",SE.PRM.ENRR,1990,84.048713684082
Arab World,ARB,"School enrollment, primary (% gross)",SE.PRM.ENRR,1991,84.7371978759766
Arab World,ARB,"School enrollment, primary (% gross)",SE.PRM.ENRR,1992,82.1964797973633
Arab World,ARB,"School enrollment, primary (% gross)",SE.PRM.ENRR,1993,82.7036819458008
Arab World,ARB,"School enrollment, primary (% gross)",SE.PRM.ENRR,1994,85.0223617553711
Arab World,ARB,"School enrollment, primary (% gross)",SE.PRM.ENRR,1995,83.7287368774414
Arab World,ARB,"School enrollment, primary (% gross)",SE.PRM.ENRR,1996,85.7543334960938
Arab World,ARB,"School enrollment, primary (% gross)",SE.PRM.ENRR,1997,86.5562133789062
Arab World,ARB,"School enrollment, primary (% gross)",SE.PRM.ENRR,1998,86.8744201660156
Arab World,ARB,"School enrollment, primary (% gross)",SE.PRM.ENRR,1999,87.7244262695312
Arab World,ARB,"School enrollment, primary (% gross)",SE.PRM.ENRR,2000,88.1032562255859
Arab World,ARB,"School enrollment, primary (% gross)",SE.PRM.ENRR,2001,88.6069107055664
Arab World,ARB,"School enrollment, primary (% gross)",SE.PRM.ENRR,2002,89.5031585693359
Arab World,ARB,"School enrollment, primary (% gross)",SE.PRM.ENRR,2003,90.3268814086914
Arab World,ARB,"School enrollment, primary (% gross)",SE.PRM.ENRR,2004,90.5332489013672
